,id_pedido,id_cliente,date_purchase,time_purchase,viacao,fk_return_ota_bus_company,valor_total_compra,qtd_passagens,origem,uf_origem,destino,uf_destino,origem_retorno,destino_retorno,rota,rota_retorno,valor_passagem,cluster,nome_cluster,distancia_km,pontos,reais
17,f9ec485f27461cea087118d5eae5968bc84a11f41ee2bfb862c146fc567398d4,08fef39872f1133e37a79d9f78a0935015ff8a3f79498a5f13057463c3e9f058,2021-03-05,06:28:56,2747b7c718564ba5f066f0523b03e17f6a496b06851333d2d59ab6d863225848,1,67.14,1,Vista Gaúcha,RS,Alto do Rodrigues,RN,,,Vista Gaúcha - Alto do Rodrigues,,67.14,0,viajantes_frequentes,3830.802,153.23208,61.0
18,e4000fb46bbfef08aa1d866c70deb3ad40cf3ea13ea0591e712a249fdee61aff,43e999d5e05e500667cde7ab54c5a4e1ac9bc239093a4fcf6115810e47a4572a,2021-03-03,09:44:07,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,1,39.83,1,Caapiranga,AM,Baldim,MG,,,Caapiranga - Baldim,,39.83,0,viajantes_frequentes,,0.0,0.0
19,e7ceaf112e5763de7124307e0aabe7bda863c51606ed1de33a6f453792fe9b9c,25b2a4ae8057277611d7f03a6579fdeb4cf9de45c3d899009e175b0f43768385,2022-07-30,13:17:10,71ee45a3c0db9a9865f7313dd3372cf60dca6479d46261f3542eb9346e4a04d6,1,283.85,1,Bonfim,MG,São Sebastião,SP,,,Bonfim - São Sebastião,,283.85,1,viajantes_ocasionais,593.847,17.81541,7.0
20,73c9b214cb088e8f7bb02a4ba9606d8b55c7d6c77db1812a214b6cd75361fa0e,d8bb31300129152e70993709dcd14ab420425a4db7c79523bd00737110d92d1f,2022-07-29,17:29:28,620c9c332101a5bae955c66ae72268fbcd3972766179522c8deede6a249addb7,1,115.46,1,Terra Nova,BA,Tijucas do Sul,PR,,,Terra Nova - Tijucas do Sul,,115.46,1,viajantes_ocasionais,2279.205,68.37615,27.0
21,431ef2295f42b234a1da5c389a33c30a4c00507e369fec71710efee4c97ad070,7eea672ebaaf902ff8a3d236ab05ad9848d07d3ffe57fad0ea97f9c4dc82841c,2024-03-28,21:28:04,b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,1,64.65,1,Santo Antônio do Rio Abaixo,MG,Lavínia,SP,,,Santo Antônio do Rio Abaixo - Lavínia,,64.65,1,viajantes_ocasionais,1088.745,32.662349999999996,13.0
22,4f70deccb329b8d28997cc7291525e2ede94f1b684f826a73f52b0739a2fd625,1faa50e53e1c725baa2f7a3f3c1f77483de33f7290d14d0a0337a9839c3f6c34,2019-12-25,17:42:37,35135aaa6cc23891b40cb3f378c53a17a1127210ce60e125ccf03efcfdaec458,1,126.49,1,Venturosa,PE,Caapiranga,AM,,,Venturosa - Caapiranga,,126.49,0,viajantes_frequentes,,0.0,0.0
23,77d99a3d8b93b777c618fe6fedd9e91a1dedf8515b84726c553aed5ac49760a1,f914295cdc6f40aae952cd1457650eac8a6f74a57a49232a9342d0a309230360,2020-12-16,23:34:59,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,1,59.98,1,Santa Cruz Cabrália,BA,Paraíso do Sul,RS,,,Santa Cruz Cabrália - Paraíso do Sul,,59.98,1,viajantes_ocasionais,2914.954,87.44862,35.0
24,858d6670f44b12e18e111d173a276a4aa83b33607c5c474e44582c8061c3b7ba,d9d962541c3d0f579c470b5ece9ed87281297ae8bcb7516f98b228f9973073ff,2020-12-11,11:04:39,5a39cadd1b007093db50744797c7a04a34f73b35ed444704206705b02597d6fd,1,86.83,1,Taipas do Tocantins,TO,Joca Marques,PI,,,Taipas do Tocantins - Joca Marques,,86.83,0,viajantes_frequentes,1512.126,60.48504,24.0
25,1abaf00e317b85d19192d594f672f7119e5b9d0deab8ac153d69fa4ea5342f4d,3735a0b4f79aba4a463abed8245c82f7d7158f2e66a536c054ddf9872c2f80e3,2020-12-15,20:10:20,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,464.89,2,Painel,SC,Santa Brígida,BA,Santa Brígida,Painel,Painel - Santa Brígida,Santa Brígida - Painel,232.445,2,viajantes_grupo,3004.696,150.2348,60.0
26,1583b8c593388ea15056127cd636eaaba3fa52a6b20591ec52bae58b7c0b7711,42838e21af1c016ed47faa0cfbc49b4aa0b489cd6bb3123e4aadfc73ebe199f8,2020-12-09,19:54:42,bc52dd634277c4a34a2d6210994a9a5e2ab6d33bb4a3a8963410e00ca6c15a02,1,563.01,3,Taipas do Tocantins,TO,Alhandra,PB,,,Taipas do Tocantins - Alhandra,,187.67,2,viajantes_grupo,1844.64,92.23200000000001,37.0
27,95211f0ff7dbf171fcf31216e7cf51458f02d08ff72dbef7623ae582c88e8504,73f802c269551d03e307b0bf051ae79a5596e6547c9f3e1e250aa97374bee0cc,2019-07-02,12:48:39,a46e37632fa6ca51a13fe39a567b3c23b28c2f47d8af6be9bd63e030e214ba38,1,165.2,1,Indiavaí,MT,Taipas do Tocantins,TO,,,Indiavaí - Taipas do Tocantins,,165.2,1,viajantes_ocasionais,1863.584,55.90752,22.0
28,a6338b86562d29d36a2ed1517f1ca8bce07d7c383b05763219d9640224f6341b,fad2b833bd09d551551a11b6dff09ceb1cbb0799f294d4a4d2bad8889502783d,2019-07-05,18:39:11,86e50149658661312a9e0b35558d84f6c6d3da797f552a9657fe0558ca40cdef,1,41.48,1,Lagoa do Tocantins,TO,Manoel Emídio,PI,,,Lagoa do Tocantins - Manoel Emídio,,41.48,1,viajantes_ocasionais,828.218,24.846539999999997,10.0
29,a2dce7f30826c89ebb3683104ce50b3d38ae53c446236c021b5caa23bb00fc1e,c5b14511fb28de1010d41bf45e9ff450719a1abc60ab073b308f1088bdfe5c45,2021-07-03,17:27:56,5d389f5e2e34c6b0bad96581c22cee0be36dcf627cd73af4d4cccacd9ef40cc3,1,332.64,2,Painel,SC,Balbinos,SP,,,Painel - Balbinos,,166.32,0,viajantes_frequentes,904.975,36.199000000000005,14.0
30,d8150613c618913240f137447c568ed3ce5539e5108a61168c897f01f91d3ba9,15aa376b0a31d8bb9b6faffd2a53abaa0999071bdd8819e9f3c7a9db9110ed30,2021-07-22,16:16:54,4a44dc15364204a80fe80e9039455cc1608281820fe2b24f1e5233ade6af1dd5,1,39.88,1,Caapiranga,AM,Baldim,MG,,,Caapiranga - Baldim,,39.88,1,viajantes_ocasionais,,0.0,0.0
31,a6f6c915f7c59cae92406f4daefd1439636e0a63f119b282c211a0e5e1e3018b,37f13b6dae3cfd6e82caf88c4e361a5b2035b66c383ba2f523229a77ced2d91e,2021-07-02,21:59:41,1dfacb2ea5a03e0a915999e03b5a56196f1b1664d2f768d1b7eff60ac059789d,1,271.93,1,Belo Vale,MG,Heitoraí,GO,,,Belo Vale - Heitoraí,,271.93,1,viajantes_ocasionais,1029.66,30.8898,12.0
32,6440e0f81b646d4f1b1ac410a3a6f61af8e52d99c2784ef9e122e6f2122ea2a6,77c7414cfc99c87d366fbb71ba8e5882ea20286871730a357d4d27e296c45fda,2020-12-21,02:10:36,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,1,48.7,1,Taipas do Tocantins,TO,Gurinhém,PB,,,Taipas do Tocantins - Gurinhém,,48.7,0,viajantes_frequentes,1784.805,71.3922,29.0
33,2f2768b8160e519c95ff7232915d92b589ce90160f5a5ab9d10a7217099e3dce,7eea672ebaaf902ff8a3d236ab05ad9848d07d3ffe57fad0ea97f9c4dc82841c,2020-12-20,12:51:06,b4bbe448fde336bb6a7d7d765f36d3327c772b845e7b54c8282aa08c9775ddd7,1,56.79,1,Santo Antônio do Rio Abaixo,MG,Lavínia,SP,,,Santo Antônio do Rio Abaixo - Lavínia,,56.79,1,viajantes_ocasionais,1088.745,32.662349999999996,13.0
34,0c2304d350d04a08a9300295619882e10c34e67cfe5668961e52fb8a90220488,1e16bb10d1a0e4286aa67c3c7f4de78cbe8247907e30763cae822dc63187b196,2019-02-27,10:51:56,7902699be42c8a8e46fbbb4501726517e86b22c56a189f7625a6da49081b2451,1,84.1,1,Palestina do Pará,PA,São Pedro da Água Branca,MA,,,Palestina do Pará - São Pedro da Água Branca,,84.1,1,viajantes_ocasionais,198.178,5.94534,2.0
35,a0555186335a8bbac55a63bf5432b5ab7768743818ffef1332a58695156d6449,fef8219bd46b8c204c5c4b37f804ef2dec6f24d02779ee3bcd07e00fed85d551,2019-02-07,19:27:14,68519a9eca55c68c72658a2a1716aac3788c289859d46d6f5c3f14760fa37c9e,1,177.36,1,São Sebastião,SP,Frei Lagonegro,MG,,,São Sebastião - Frei Lagonegro,,177.36,1,viajantes_ocasionais,1002.962,30.088859999999997,12.0
36,d07f20bec1356f459d5d86e65733e6f5bf94455ba117dc96c366e6c0c8169107,b098fb90fe0eebb0ebd9879b45b241f1fbccc2b845fc71bde39a6621784c623f,2019-02-26,00:39:16,48449a14a4ff7d79bb7a1b6f3d488eba397c36ef25634c111b49baf362511afc,1,45.73,1,Lavínia,SP,Santa Rita de Caldas,MG,,,Lavínia - Santa Rita de Caldas,,45.73,1,viajantes_ocasionais,603.527,18.10581,7.0
37,5f9d76ff2483cafb4a5fe0b925261b8356ba5110fbb691eb37e3b315b7a474f6,539a2f1c669445e2a6c090c687091aad579c3df033eacbfcc3a6eaf55ef8f926,2023-01-20,19:00:32,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,1,76.7,1,Serraria,PB,Caapiranga,AM,,,Serraria - Caapiranga,,76.7,0,viajantes_frequentes,,0.0,0.0
38,31a37e80b1e8974a563745572dd70441179df920973c81931db9f7a8241eb441,d88e5166db232527ce765b1b349ca6747828d6d9abf745d4eff84b7e447607f1,2017-09-21,21:07:50,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,1,113.9,1,Lavínia,SP,Rorainópolis,RR,,,Lavínia - Rorainópolis,,113.9,1,viajantes_ocasionais,3837.088,115.11264,46.0
39,ac13565134372ff62684db6991a3a0071e3e1fc16a268cedfb6a170e5529832d,097258f443e6e1df15c4196e6f410e69433fc9bcdcb6af6055ab81365a1ec0f8,2017-05-02,23:32:51,d6d824abba4afde81129c71dea75b8100e96338da5f416d2f69088f1960cb091,1,72.69,1,Marema,SC,Lavínia,SP,,,Marema - Lavínia,,72.69,1,viajantes_ocasionais,911.389,27.34167,11.0
40,366660b656e56340b0dc6186f4f237c2a32371c333231dc1f88bfa802f441fd4,56c2cf09c928f80596d7a72b9d7e83b0d5ccdfc7a39c97dcdf149ea80b927e1d,2019-01-18,19:27:59,620c9c332101a5bae955c66ae72268fbcd3972766179522c8deede6a249addb7,1,427.16,1,Alfredo Marcondes,SP,Barão do Triunfo,RS,,,Alfredo Marcondes - Barão do Triunfo,,427.16,2,viajantes_grupo,1400.006,70.00030000000001,28.0
41,12ac5f0a9305f27f43165cbd9fe2ad865894ef7b74eca0d623e30c21e015f7d1,a0cacafab0f400307ff038dc9d28768b5262ef40db2903e90c4468ea31cd9243,2024-01-01,11:44:48,37834f2f25762f23e1f74a531cbe445db73d6765ebe60878a7dfbecd7d4af6e1,1,275.35,1,Goianápolis,GO,Juruena,MT,,,Goianápolis - Juruena,,275.35,2,viajantes_grupo,1806.739,90.33695,36.0
42,0e9ededf62e97eda49a7a98763abb3dbe968b8e6256ac0abf8e5695c59125f40,539a2f1c669445e2a6c090c687091aad579c3df033eacbfcc3a6eaf55ef8f926,2024-01-11,11:35:58,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,1,88.5,1,Serraria,PB,Caapiranga,AM,,,Serraria - Caapiranga,,88.5,0,viajantes_frequentes,,0.0,0.0
43,bafdd786a1e1e2715c853d1f47056516419ef0a2f2345a43ff50af98fdb21a32,1809feb458da4ed76bddfb824c086dd45e880d3c37946695c3c2c7bbe0983c2c,2019-12-16,19:51:29,c6f3ac57944a531490cd39902d0f777715fd005efac9a30622d5f5205e7f6894,1,108.16,1,Planalto,RS,Vista Gaúcha,RS,,,Planalto - Vista Gaúcha,,108.16,1,viajantes_ocasionais,85.151,2.5545299999999997,1.0
44,01a5ef96a6a0c0734895aa4e8d16b1ce8408f1903f76e4090a86d9a223381a21,6fad1b442ba23586e731d1d00396c406cbaf37da314845d9042a8d02a369af94,2020-01-29,00:54:46,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,1,97.73,2,Taipas do Tocantins,TO,Gurinhém,PB,,,Taipas do Tocantins - Gurinhém,,48.865,1,viajantes_ocasionais,1784.805,53.54415,21.0
45,4cb67ed3f61589c44dca5dced78352e181cf23cbe158a539fd05f0c6c2ece349,3265420405fa6251960db35d01bcdc0af0eda2dfaf5b963ba8017d3c7a05209a,2020-01-01,10:46:12,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,1,46.76,1,Taipas do Tocantins,TO,Gurinhém,PB,,,Taipas do Tocantins - Gurinhém,,46.76,0,viajantes_frequentes,1784.805,71.3922,29.0
46,72cb2185a553c28be5f80a4783c06ac62c15db595e0ac5b00a825f47a6167ac0,d44d2400b9b874b5d3e721bbbea037715c7d0d9a530e06b972629643068cff92,2023-08-25,20:05:58,226f76b55acb49701e06ded1d95165d179458f6fc37f5c6fc760ae30dec1c378,1,137.82,1,Vista Gaúcha,RS,Boa Vista do Ramos,AM,,,Vista Gaúcha - Boa Vista do Ramos,,137.82,0,viajantes_frequentes,,0.0,0.0
47,9e94ba9a61eb75309a4ec2799e90895418691d50014744e684061c828c9a7441,8e46f5b901e29739d38904addd21da282b722aadcd137797d3b58bfd86033de2,2024-02-17,12:15:56,dbae772db29058a88f9bd830e957c695347c41b6162a7eb9a9ea13def34be56b,1,67.67,1,Taipas do Tocantins,TO,Gurinhém,PB,,,Taipas do Tocantins - Gurinhém,,67.67,1,viajantes_ocasionais,1784.805,53.54415,21.0
48,4824e62b14cb8d55a2b2afd1cff5a56c65600865d5c54dd2f3bcf809e46c3a11,69ea9a01976997fb5a284c0d04d6c4937362a0774c88937283f55cc58471b54a,2020-11-30,12:59:47,38b2d03f3256502b1e9db02b2d12aa27a46033ffe6d8c0ef0f2cf6b1530be9d8,1,188.75,1,São Sebastião,SP,Frei Lagonegro,MG,,,São Sebastião - Frei Lagonegro,,188.75,1,viajantes_ocasionais,1002.962,30.088859999999997,12.0
49,9180895486a918231fadf753b3c2b87260b112e667a1b09297e419edfab20944,832c844c17a13629fccba4470d061d4b0f406689912d45222cb084ccd7c9e693,2020-12-06,21:17:33,8527a891e224136950ff32ca212b45bc93f69fbb801c3b1ebedac52775f99e61,1,97.75,1,Caapiranga,AM,Miraguaí,RS,,,Caapiranga - Miraguaí,,97.75,0,viajantes_frequentes,,0.0,0.0
